facility_id,facility_coid,facility_name,timezone,tz_utc_offset,tz_description,emr_mnem,emr_name,facility_status,facility_address1,facility_city,facility_state,facility_zip,Latitude,Longitude,company_name,division_mnem,division_name,network_meditech_network
18000629,06742,Medical City Las Colinas,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,6800 N McArthur Blvd,Irving,TX,75039,32.902163,-96.957303,HCA,H-NTX,North Texas,TXG
18000459,07126,Medical City Green Oaks Hosp,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,7808 Clodus Fields Drive,Dallas,TX,75251,32.912652,-96.771656,HCA,H-NTX,North Texas,TXG
18000680,25121,Medical City Alliance,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,3101 North Tarrant County Parkway,Fort Worth,TX,76177,32.89983,-97.313977,HCA,H-NTX,North Texas,TXG
18000682,34309,Medical Center Arlington,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,3301 Matlock Rd,Arlington,TX,76015,32.69241,-97.112923,HCA,H-NTX,North Texas,TXG
18000691,34310,Medical City Plano,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,3901 W 15th St,Plano,TX,75075,33.021819,-96.765948,HCA,H-NTX,North Texas,TXG
18000694,34325,Medical City Dallas,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,7777 Forest Lane,Dallas,TX,75230,32.911775,-96.773229,HCA,H-NTX,North Texas,TXG
18000695,26790,Medical City Frisco,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,5500 Frisco Square Blvd,Frisco,TX,75034,33.150826,-96.839037,HCA,H-NTX,North Texas,TXG
18000937,31840,Rapides Regional Medical Center,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,211 Fourth St,Alexandria,LA,71301,31.314956,-92.449466,HCA,H-NTX,North Texas,LAA
18000898,34318,Medical City Forth Worth,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,900 Eighth Ave,Ft. Worth,TX,76104,32.735903,-97.345153,HCA,H-NTX,North Texas,TXG
18001373,27505,North Texas Simulation Center,cst,-06:00,Central Time Zone,None,No EMR,1,"3201 Dallas Pkwy, Suite 900",Frisco,TX,75034,33.105097,-96.824182,HCA,H-NTX,North Texas,*None
18001319,26830,Medical City Heart & Spine,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,11990 N Central Expy,Dallas,TX,75243,32.912375,-96.766453,HCA,H-NTX,North Texas,TXG
18001234,26935,Medical City Weatherford,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,713 East Anderson Street,Weatherford,TX,76086,32.748263,-97.785729,HCA,H-NTX,North Texas,TXG
18001285,01079,IRL - East Florida,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,5361 NW 33rd Avenue,Ft. Lauderdale,FL,33309,26.193015,-80.193489,HCA,PSG,Physician Services Group,IRL
18000007,27495,AirLife,mst,-07:00,Mountain Time Zone,MT56,Meditech 5.6,1,"750 Potomac Street, Suite 201",Aurora,CO,80011,39.7279,-104.828107,HCA,PSG,Physician Services Group,COA
18000264,38307,San Antonio Division Hub Sites,cst,-06:00,Central Time Zone,Unknown,Need to Identify,1,8109 Fredericksburg Rd,San Antonio,TX,78229,29.513911,-98.572459,HCA,H-SAN,San Antonio,*None
18000726,54327,Methodist Ambulatory Surgery Hospital,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,9150 Huebner Rd,San Antonio,TX,78240,29.527252,-98.594847,HCA,H-SAN,San Antonio,TXF
18000729,34335,Methodist Speciality and Transplant,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,8026 Floyd Curl Dr,San Antonio,TX,78229,29.513915,-98.576438,HCA,H-SAN,San Antonio,TXF
18000732,03132,Methodist Stone Oak Hospital,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,1139 E. Sonterra Blvd,San Antonio,TX,78258,29.615388,-98.476211,HCA,H-SAN,San Antonio,TXF
18000733,26109,Methodist Texsan Hospital,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,6700 IH 10 West,San Antonio,TX,78201,29.489745,-98.547459,HCA,H-SAN,San Antonio,TXF
18000736,34392,Metropolitan Methodist Hospital,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,1310 McCullough,San Antonio,TX,78212,29.441133,-98.491008,HCA,H-SAN,San Antonio,TXF
18000794,34385,Northeast Methodist Hospital,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,12412 Judson Rd,Live Oak,TX,78233,29.552277,-98.347883,HCA,H-SAN,San Antonio,TXF
18001250,19678,Cardiology Clinic of San Antonio,cst,-06:00,Central Time Zone,Unknown,Need to Identify,1,"4411 Medical Drive, #300",San Antonio,TX,78229,29.51031,-98.572073,HCA,H-SAN,San Antonio,*None
18001038,26890,Methodist Hospital South,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,1905 Texas 91,Jourdanton,TX,78026,28.932742,-98.612998,HCA,H-SAN,San Antonio,TXF
18001227,39385,Womens and Children's Hospital,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,7700 Floyd Curl Dr,San Antonio,TX,78229,29.507191,-98.572298,HCA,H-SAN,San Antonio,TXF
18001163,34001,Trident Regional Medical Center,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,9330 Medical Plaza Dr,Charleston,SC,39406,32.977452,-80.073236,HCA,H-SAD,South Atlantic,SCA
18001063,36956,Specialty Hospital Jacksonville,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,4901 Richard St P.O. Box 10398,Jacksonville,FL,32207,30.2718,-81.615482,HCA,H-SAD,South Atlantic,FLH
18001268,26960,Memorial University Medical Center,est,-05:00,Eastern Time Zone,EPIC,EPIC,1,4700 Waters Avenue,Savannah,GA,31404,32.031761,-81.090349,HCA,H-SAD,South Atlantic,*None
18001431,27930,Memorial Health Meadows Hospital,est,-05:00,Eastern Time Zone,MT6x,Meditech 6.x/Expanse,1,One Meadows Parkway,Vidalia,GA,30474,32.20883,-82.374842,HCA,H-SAD,South Atlantic,HCACRD
18001459,27995,Live Oak Mental Health and Wellness,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,3445 Ingleside Blvd,Ladson,SC,29456,33.01317,-80.107174,HCA,H-SAD,South Atlantic,SCA
18000843,30913,Orange Park Medical Center,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,2001 Kingsley Ave,Orange Park,FL,32073,30.165974,-81.737619,HCA,H-SAD,South Atlantic,FLH
18000718,26870,Memorial of Satilla,est,-05:00,Eastern Time Zone,MT6x,Meditech 6.x/Expanse,1,1900 Tabeau Street,Waycross,GA,31501,31.224994,-82.347681,HCA,H-SAD,South Atlantic,HCACRD
18000710,36957,Memorial Hospital of Jacksonville,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,3625 University Blvd,Jacksonville,FL,32216,30.290178,-81.601192,HCA,H-SAD,South Atlantic,FLH
18000274,26685,South Atlantic Division Hub Sites,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,115 Central Island St Suite 400,Charleston,SC,29492,32.863843,-79.907521,HCA,H-SAD,South Atlantic,*None
18000411,31054,Fairview Park Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,200 Industrial Blvd,Dublin,GA,31021,32.532228,-82.950344,HCA,H-SAD,South Atlantic,GAA
18000453,34003,Grand Strand Regional Medical Center,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,809 82nd Pkwy,Myrtle Beach,SC,29572,33.758542,-78.820016,HCA,H-SAD,South Atlantic,SCA
18000034,31003,Doctors Hospital of Augusta,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,3651 Wheeler Rd,Augusta,GA,30909,33.485744,-82.095543,HCA,H-SAD,South Atlantic,GAA
18000151,34011,Colleton Medical Center,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,501 Robertson Blvd,Walterboro,SC,29488,32.922929,-80.66979,HCA,H-SAD,South Atlantic,SCA
18000078,09799,Brooks Rehab Center,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,3599 University Blvd. South,Jacksonville,FL,32216,30.289077,-81.598471,HCA,H-SAD,South Atlantic,FLH
18000396,08756,CSC - Atlanta Warehouse,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,"1500 Southpoint Drive, Suite 100",Forest Park,GA,30297,33.630637,-84.384587,HCA,CSC,Supply Chain,*None
18000397,26346,CSC - Denver Warehouse,mst,-07:00,Mountain Time Zone,Unknown,Need to Identify,1,4520 Florence Street,Denver,CO,80247,39.779009,-104.871533,HCA,CSC,Supply Chain,*None
18000399,08751,CSC - Tampa Warehouse,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,10094 Premier Parkway,Miramar,FL,33025,25.974053,-80.278369,HCA,CSC,Supply Chain,*None
18000400,08754,CSC - Salt Lake Warehouse,mst,-07:00,Mountain Time Zone,Unknown,Need to Identify,1,1120 W. Sportsplexn Drive,Kaysville,UT,84037,41.042349,-111.960836,HCA,CSC,Supply Chain,*None
18000401,08750,CSC - Houston Warehouse,cst,-06:00,Central Time Zone,Unknown,Need to Identify,1,"12610 W. Airport Blvd, Ste 180",Sugar Land,TX,77478,29.648256,-95.603288,HCA,CSC,Supply Chain,*None
18000402,09752,CSC - Kansas City Warehouse,cst,-06:00,Central Time Zone,Unknown,Need to Identify,1,10405 W 79th Street,Shawnee,KS,66214,38.987221,-94.706088,HCA,CSC,Supply Chain,*None
18000403,07847,CSC - Nashville Warehouse,cst,-06:00,Central Time Zone,Unknown,Need to Identify,1,245B Great Circle Road,Nashville,TN,37228,36.196277,-86.790003,HCA,CSC,Supply Chain,*None
18000404,08753,CSC - New Orleans Warehouse,cst,-06:00,Central Time Zone,Unknown,Need to Identify,1,129 New Camellia Blvd,Covington,LA,70433,30.455268,-90.173995,HCA,CSC,Supply Chain,*None
18000405,08749,CSC - Jacksonville Warehouse,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,85011 Westside Industrial Drive,Jacksonville,FL,32219,30.372421,-81.777139,HCA,CSC,Supply Chain,*None
18000406,07846,CSC - Dallas Warehouse,cst,-06:00,Central Time Zone,Unknown,Need to Identify,1,1151 Enterprise Drive,Coppell,TX,75019,32.940585,-97.004799,HCA,CSC,Supply Chain,*None
18000407,07848,CSC - Richmond Warehouse,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,200 Wadsworth Drive,Richmond,VA,23236,37.49338,-77.559031,HCA,CSC,Supply Chain,*None
18000408,25748,CSC - San Antonio Warehouse,cst,-06:00,Central Time Zone,Unknown,Need to Identify,1,"5919 W Campus Drive, Suite 120",San Antonio,TX,78247,29.600599,-98.36801,HCA,CSC,Supply Chain,*None
18000409,08752,CSC - Miami Warehouse,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,"12901 Starkey Road, Suite 1000",Largo,FL,33773,27.890316,-82.760576,HCA,CSC,Supply Chain,*None
18000428,31768,Frankfort Regional Medical Center,est,-05:00,Eastern Time Zone,MT6x,Meditech 6.x/Expanse,1,299 Kings Daughters Dr,Frankfort,KY,40601,38.16016,-84.90666,HCA,H-TRI,Tristar,HCACRD
18000275,31030,Tristar Division Hub Sites,cst,-06:00,Central Time Zone,Unknown,Need to Identify,1,"110 Winners Circle, First Floor",Nashville,TN,37203,36.036742,-86.807581,HCA,H-TRI,Tristar,*None
18000117,36244,TriStar Ashland City Medical Center,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,313 N Main St,Ashland City,TN,37015,36.277225,-87.065431,HCA,H-TRI,Tristar,TNA
18000109,34222,Centennial Medical Center,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,2300 Patterson St,Nashville,TN,37203,36.154094,-86.809406,HCA,H-TRI,Tristar,TNA
18000462,31767,Greenview Hospital,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,1801 Ashley Cir,Bowling Green,KY,42104,36.964769,-86.437213,HCA,H-TRI,Tristar,TNA
18000498,34296,Hendersonville Hospital,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,355 New Shackle Island Rd,Hendersonville,TN,37075,36.324744,-86.622878,HCA,H-TRI,Tristar,TNA
18000512,36243,Horizon Medical Center,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,111 Hwy 70 East,Dickson,TN,37055,36.0733,-87.375192,HCA,H-TRI,Tristar,TNA
18001342,26990,Pinewood Springs,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,1001 North James Campbell Boulevard,Columbia,TN,38401,35.622753,-87.066465,HCA,H-TRI,Tristar,TNA
18001108,09391,Stonecrest Medical Center,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,200 Stonecrest Blvd.,Smyrna,TN,37167,35.975245,-86.565079,HCA,H-TRI,Tristar,TNA
18001115,34223,Summit Medical Center,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,5655 Frist Blvd,Hermitage,TN,37076,36.176899,-86.608473,HCA,H-TRI,Tristar,TNA
18001139,25070,Skyline Medical Center Madison Campus,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,500 Hospital Drive,Madison,TN,37116,36.255079,-86.682101,HCA,H-TRI,Tristar,TNA
18001044,34242,Southern Hills Medical Center,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,391 Wallace Rd,Nashville,TN,37211,36.07657,-86.721168,HCA,H-TRI,Tristar,TNA
18001028,34293,Skyline Medical Center (Nashville Memorial),cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,3441 Dickerson Pike,Nashville,TN,37027,36.243875,-86.754307,HCA,H-TRI,Tristar,TNA
18000950,18930,Redmond Regional Medical Center,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,501 Redmond Rd,Rome,GA,30165,34.277033,-85.194752,HCA,H-TRI,Tristar,GAA
18000880,34206,Parkridge East Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,941 Spring Creek Rd,Chattanooga,TN,37412,34.998857,-85.218957,HCA,H-TRI,Tristar,TNB
18000881,34224,Parkridge Medical Center,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,2333 McCallie Avenue,Chattanooga,TN,37404,35.034727,-85.26761,HCA,H-TRI,Tristar,TNB
18000884,26620,Parkridge West Hospital,cst,-06:00,Central Time Zone,MT56,Meditech 5.6,1,1000 Highway 28,Jasper,TN,37347,35.047476,-85.629936,HCA,H-TRI,Tristar,TNB
18000860,26536,HCA Florida Pasadena Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,1501 Pasadena Ave,Petersburg,FL,33707,27.753015,-82.740027,HCA,H-WFL,West Florida,FLQ
18000953,30951,HCA Florida Bayonet Point Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,14000 Fivay Rd,Hudson,FL,34667,28.361295,-82.688201,HCA,H-WFL,West Florida,FLG
18001033,37941,HCA Florida South Shore Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,4016 State Rd 674,Sun City Center,FL,33573,27.713303,-82.365378,HCA,H-WFL,West Florida,FLG
18001157,27500,HCA Florida West Tampa Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,6001 Webb Road,Tampa,FL,33615,28.002382,-82.574193,HCA,H-WFL,West Florida,FLQ
18001120,25558,HCA Florida Largo West Hospital,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,2025 Indian Rocks Road,Largo,FL,33774,27.898783,-82.824557,HCA,H-WFL,West Florida,FLG
18001104,30901,HCA Florida St. Petersburg Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,6500 38th Ave North,St. Petersburg,FL,33710,27.805405,-82.726933,HCA,H-WFL,West Florida,FLG
18001371,27511,West Florida Simulation Center,est,-05:00,Eastern Time Zone,None,No EMR,1,"560 South Lakewood Dr, Suite 210",Brandon,FL,33511,27.929541,-82.313235,HCA,H-WFL,West Florida,*None
18000715,26537,HCA Florida South Tampa Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,2901 Swann Ave,Tampa,FL,33609,27.93805,-82.489906,HCA,H-WFL,West Florida,FLQ
18000626,30936,HCA Florida Largo Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,201 14th St SW,Largo,FL,33770,27.914168,-82.803312,HCA,H-WFL,West Florida,FLG
18000763,30941,HCA Florida Trinity Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,5637 Marine Parkway,New Port Richey,FL,34656,28.235166,-82.721237,HCA,H-WFL,West Florida,FLG
18000815,30997,HCA Florida Oak Hill Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,11375 Cortez Blvd,Brooksville,FL,34613,28.536152,-82.534115,HCA,H-WFL,West Florida,FLG
18000801,30950,HCA Florida Northside Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,"6000 49th Street, North",St. Petersburg,FL,33709,27.825632,-82.702305,HCA,H-WFL,West Florida,FLG
18000073,30917,HCA Florida Brandon Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,119 Oakfield Dr,Brandon,FL,33511,27.933626,-82.287141,HCA,H-WFL,West Florida,FLG
18000001,03206,Access Summit Imaging Center,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,12037 Cortez Blvd,Brooksville,FL,34613,28.534288,-82.52831,HCA,H-WFL,West Florida,FLG
18000062,30949,HCA Florida Blake Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,2020 59th St West,Bradenton,FL,34209,27.482057,-82.623397,HCA,H-WFL,West Florida,FLG
18000127,26670,HCA Florida Citrus Hospital,est,-05:00,Eastern Time Zone,Cerner,Cerner,1,502 W Highland Blvd,Inverness,FL,33763,28.833092,-82.335854,HCA,H-WFL,West Florida,*None
18000276,36958,West Florida Division Hub Sites,est,-05:00,Eastern Time Zone,Unknown,Need to Identify,1,3031 N. Rocky Point Drive West,Tampa,FL,33607,27.970106,-82.568439,HCA,H-WFL,West Florida,*None
18000387,35952,HCA Florida Englewood Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,700 Medical Blvd,Englewood,FL,34223,26.950153,-82.326588,HCA,H-WFL,West Florida,FLC
18000343,36930,HCA Florida Sarasota Doctors Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,5731 Bee Ridge Rd,Sarasota,FL,34233,27.302012,-82.453706,HCA,H-WFL,West Florida,FLC
18000415,35953,HCA Florida Fawcett Hospital,est,-05:00,Eastern Time Zone,MT56,Meditech 5.6,1,21298 Olean Blvd NW,Port Charlotte,FL,33949,26.988577,-82.097973,HCA,H-WFL,West Florida,FLC
